state_name,join_date,energy_requirement,energy_availability,deficit_mu,deficit_pct,total_gen_actual_mu,total_gen_program_mu,avg_monitored_cap_mw,total_renew_gen_mu,total_solar_gen_mu,total_wind_gen_mu,total_other_gen_mu,cap_coal_mw,cap_gas_mw,cap_diesel_mw,cap_lignite_mw,cap_nuclear_mw,cap_hydro_mw,cap_res_mw,total_thermal_mw,total_capacity_mw,avg_total_outage_mw,avg_fresh_outage_mw,total_energy_lost_mwh,total_incidents_count,fresh_incidents_count,avg_coal_stock_days,avg_coal_normative_stock_days,avg_req_normative_coal_stock_tonnes,avg_actual_coal_stock_tonnes,avg_indigenous_coal_stock_tonnes,avg_import_coal_stock_tonnes,avg_coal_plf_prcnt,avg_actual_vs_norm_coal_stock_prcnt,total_coal_consumption_tonnes,total_coal_receipt_tonnes,total_coal_requirement_tonnes,coal_stock_critical_incidents,year,month_num,month_start_date
madhya pradesh,2021-03-01,7067.88,7067.88,0.0,0.0,12145.64,10778.08,403.0833333333333,616.3400000000001,346.34000000000003,246.6,23.4,21950.0,0.0,0.0,0.0,5205.57,0.0,2235.0,21950.0,29390.57,5478.709677419355,655.483870967742,4076160.0,85.0,73.0,13.551612903225806,21.0,0.0,242.93887096774193,242.93887096774193,0.0,75.16635483870971,,0.0,0.0,5547.629999999998,0.0,2021,3,2021-03-01
odisha,2021-05-01,3054.03,3054.03,0.0,0.0,5238.879999999999,5296.66,314.26973684210526,51.23,0.0,0.0,51.23,9800.0,0.0,0.0,0.0,549.5699999999999,0.0,2142.25,9800.0,12491.82,2442.032258064516,515.9032258064516,1816872.0,51.0,43.0,18.134408602150536,15.833333333333334,0.0,313.03655913978497,312.84672043010755,0.18983870967741936,57.75209677419355,,0.0,0.0,3733.98,0.0,2021,5,2021-05-01
tripura,2021-09-01,148.67,148.67,0.0,0.0,590.47,590.9999999999999,219.92000000000004,0.4400000000000001,0.4400000000000001,0.0,0.0,0.0,1099.6,0.0,0.0,30.87,0.0,0.0,1099.6,1130.4699999999998,54.65333333333333,54.65333333333333,39350.399999999994,5.0,5.0,,,,,,,,,,,,,2021,9,2021-09-01
assam,2022-04-01,775.43,775.43,0.0,0.0,789.9300000000001,489.37,172.03600000000003,11.780000000000001,11.780000000000001,0.0,0.0,750.0,620.36,0.0,0.0,0.0,350.0,179.04999999999998,1370.3600000000001,1899.41,432.3906666666666,415.724,311321.27999999997,12.0,12.0,,26.0,232.52999999999994,44.41333333333334,41.11,0.0,76.831,0.19200000000000003,296.31,306.33,268.2,30.0,2022,4,2022-04-01
andaman- nicobar,2022-04-01,31.11,31.11,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2022,4,2022-04-01
uttar pradesh,2022-09-01,13267.99,13137.29,130.6999999999989,0.9850776191420021,12840.300000000001,12666.890000000003,288.42731182795694,257.56,252.76,0.0,4.8,24389.0,1493.14,0.0,0.0,440.0,501.6,4506.77,25882.14,31330.51,4720.906666666666,2044.9066666666665,3399052.8,178.0,167.0,,18.449122807017545,298.0017543859649,168.32635087719294,142.6183859649123,25.707964912280705,68.62705263157898,0.4227719298245613,8223.039999999997,7961.300000000001,9800.699999999997,320.0,2022,9,2022-09-01
arunachal pradesh,2022-09-01,69.56,69.56,0.0,0.0,611.59,575.9999999999999,278.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,144.34,0.0,1259.34,4.5,4.5,3240.0,4.0,4.0,,,,,,,,,,,,,2022,9,2022-09-01
kerala,2022-12-01,2304.56,2304.56,0.0,0.0,516.2,477.4000000000001,127.8845,41.04,34.330000000000005,6.71,0.0,0.0,533.5799999999999,159.96,0.0,0.0,1864.15,1019.86,693.54,3577.55,833.2725806451609,833.2725806451609,619954.7999999998,20.0,20.0,,,,,,,,,,,,,2022,12,2022-12-01
haryana,2020-01-01,3862.87,3862.87,0.0,0.0,1504.95,2318.7999999999993,426.5421428571427,31.209999999999994,2.6600000000000006,0.0,28.55,5540.0,431.59,0.0,0.0,531.3,0.0,0.0,5971.59,6502.89,3140.88806451613,398.30741935483866,2336820.7200000007,24.0,18.0,43.348387096774196,25.0,0.0,425.9708387096775,393.54412903225807,32.426709677419375,23.39393548387096,,0.0,0.0,1549.3999999999999,0.0,2020,1,2020-01-01
himachal pradesh,2020-05-01,681.72,681.61,0.11000000000001364,0.016135656867924317,0.0,,,319.75,0.56,0.0,319.18999999999994,0.0,0.0,0.0,0.0,952.61,0.0,9809.02,0.0,10761.630000000001,0.0,,,,,,,,,,,,,,,,,2020,5,2020-05-01
mizoram,2020-12-01,76.84,76.54,0.29999999999999716,0.3904216553878151,15.109999999999996,16.119999999999994,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,60.0,0.0,98.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2020,12,2020-12-01
andhra pradesh,2021-04-01,6282.53,6279.53,3.0,0.047751463184417746,5250.029999999999,5591.25,329.73345454545444,1012.9400000000003,674.0999999999998,338.84000000000003,0.0,11590.0,4898.54,36.8,0.0,8968.59,0.0,1610.0,16525.34,27103.93,7961.546666666667,4474.213333333333,5732313.600000001,77.0,67.0,7.844444444444444,24.166666666666668,0.0,141.4157222222222,133.73183333333336,7.683888888888887,64.42544444444442,,0.0,0.0,3334.7999999999993,0.0,2021,4,2021-04-01
uts of j&k and ladakh,2021-06-01,1603.79,1500.29,103.5,6.453463358669152,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2021,6,2021-06-01
assam,2021-10-01,996.28,996.28,0.0,0.0,745.3199999999999,546.94,172.03600000000003,7.269999999999999,7.269999999999999,0.0,0.0,750.0,620.35,0.0,0.0,104.66000000000001,0.0,350.0,1370.35,1825.01,309.17870967741936,309.17870967741936,230028.96000000002,10.0,10.0,4.580645161290323,25.0,168.83653846153845,30.262903225806458,30.262903225806458,0.0,67.49774193548389,0.1873076923076923,0.0,232.46000000000004,207.98999999999995,18.0,2021,10,2021-10-01
meghalaya,2021-12-01,223.4,223.4,0.0,0.0,38.04,47.73999999999999,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,50.46,0.0,372.46,0.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,2021,12,2021-12-01
tripura,2021-12-01,137.69,137.69,0.0,0.0,579.0699999999999,610.6700000000001,219.92000000000004,0.5100000000000001,0.5100000000000001,0.0,0.0,0.0,1099.6,0.0,0.0,0.0,0.0,30.880000000000003,1099.6,1130.48,67.83870967741936,67.83870967741936,50472.0,5.0,5.0,,,,,,,,,,,,,2021,12,2021-12-01
chhattisgarh,2022-01-01,2445.53,2445.27,0.2600000000002183,0.010631642220713639,0.0,,,24.7,24.7,0.0,0.0,23688.0,0.0,0.0,0.0,0.0,120.0,863.16,23688.0,24671.16,0.0,,,,,,23.076923076923077,312.8246153846154,127.13135989010989,126.48243131868131,0.6153159340659341,53.41399725274727,0.3462087912087912,10341.527368421048,11326.092631578947,10402.280000000004,338.0,2022,1,2022-01-01
gujarat,2022-01-01,10479.63,10450.61,29.019999999998618,0.2769181736377965,4926.5,9351.86,389.1553731343282,1861.4000000000003,646.9,1214.4900000000002,0.0,14692.0,7551.41,0.0,1400.0,440.0,1990.0,15517.91,23643.41,41591.32,14948.79096774194,6608.952258064516,11121900.480000004,118.0,90.0,,24.0,388.78555555555573,79.59571428571428,19.36880952380952,60.08246031746033,34.2036507936508,0.15750000000000006,1905.3500000000004,1870.8200000000002,4081.8400000000024,193.0,2022,1,2022-01-01
odisha,2020-04-01,2080.67,2080.67,0.0,0.0,0.0,,,34.070000000000014,0.0,0.0,34.070000000000014,9800.0,0.0,0.0,0.0,521.79,0.0,2142.25,9800.0,12464.04,0.0,,,,,22.30666666666667,17.0,0.0,403.708,401.8316666666667,1.876333333333333,72.59539999999994,,0.0,0.0,2984.4300000000007,0.0,2020,4,2020-04-01
bihar,2020-08-01,3440.41,3383.71,56.69999999999982,1.648059388270579,2343.33,3294.9899999999993,245.76923076923077,15.439999999999998,0.0,0.0,15.439999999999998,6390.0,0.0,0.0,0.0,348.75,0.0,0.0,6390.0,6738.75,2326.935483870968,136.4516129032258,1731240.0,47.0,39.0,24.381720430107528,19.166666666666668,0.0,294.4057526881721,294.4057526881721,0.0,57.914301075268824,,0.0,0.0,2102.52,0.0,2020,8,2020-08-01
dadra & nagar haveli and daman & diu,2020-11-01,731.59,731.59,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2020,11,2020-11-01
mizoram,2021-03-01,53.4,53.06,0.3399999999999963,0.6367041198501804,9.02,10.849999999999998,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,60.0,0.0,98.0,2.903225806451613,2.903225806451613,2160.0,1.0,1.0,,,,,,,,,,,,,2021,3,2021-03-01
uttar pradesh,2021-03-01,9870.81,9782.5,88.30999999999949,0.894658087836758,11818.68,10934.409999999998,295.88919910179635,250.21000000000004,231.01000000000005,0.0,19.2,23729.0,1493.14,0.0,0.0,3878.86,440.0,501.6,25222.14,30042.6,6548.380000000001,1445.0251612903232,4871994.720000001,152.0,127.0,22.468590831918505,22.36842105263158,0.0,246.86190152801353,245.07633276740236,1.7855687606112043,49.83134125636672,,0.0,0.0,7800.57,0.0,2021,3,2021-03-01
himachal pradesh,2021-06-01,986.36,985.75,0.6100000000000136,0.061843545966991126,4992.370000000001,5344.200000000001,310.000625,334.78000000000003,0.39000000000000007,0.0,334.39000000000004,0.0,0.0,0.0,0.0,990.35,0.0,9920.02,0.0,10910.37,2077.0116666666668,2077.0116666666668,1495448.4000000001,32.0,32.0,,,,,,,,,,,,,2021,6,2021-06-01
meghalaya,2021-09-01,164.62,164.6,0.020000000000010232,0.01214919207873298,99.46000000000001,160.8,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.41,0.0,322.0,0.0,372.40999999999997,0.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,2021,9,2021-09-01
dadra & nagar haveli and daman & diu,2021-09-01,800.03,800.03,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2021,9,2021-09-01
gujarat,2022-04-01,12553.65,12549.55,4.100000000000364,0.032659824035243645,7009.37,7917.010000000001,389.1553731343283,2352.7900000000004,810.79,1541.3999999999996,0.6,14692.0,7551.41,0.0,1400.0,440.0,1990.0,17107.77,23643.41,43181.18,12477.176666666666,6993.343333333333,8983567.2,118.0,105.0,,26.0,421.18444444444475,149.46677777777774,35.641666666666666,98.77111111111111,43.52733333333334,0.2626296296296296,3273.6999999999994,3057.1000000000004,4373.400000000002,187.0,2022,4,2022-04-01
karnataka,2020-09-01,4538.53,4538.26,0.26999999999952706,0.0059490628022625626,2332.4300000000003,3560.670000000001,318.8499999999999,1906.1899999999998,956.8100000000001,618.8299999999999,330.5499999999999,9480.0,0.0,25.2,0.0,15261.769999999999,880.0,3644.2,9505.2,29291.170000000002,8581.546666666665,514.8799999999999,6178713.6,55.0,37.0,31.975,26.25,0.0,513.5935833333332,504.8460833333334,8.7475,2.7679166666666672,,0.0,0.0,1877.999999999999,0.0,2020,9,2020-09-01
punjab,2020-10-01,4704.19,4701.79,2.399999999999636,0.05101834747320232,1379.81,2510.9300000000003,282.34583333333336,159.67999999999998,103.88000000000001,0.0,55.79999999999997,5680.0,0.0,0.0,0.0,1604.85,0.0,1096.3,5680.0,8381.15,3768.6370967741937,335.41129032258067,2803866.0,47.0,36.0,5.296774193548387,28.0,0.0,52.558258064516124,52.558258064516124,0.0,55.994580645161314,,0.0,0.0,1524.3300000000008,1.0,2020,10,2020-10-01
assam,2021-02-01,687.71,676.74,10.970000000000027,1.5951491180875699,493.77,585.48,172.03600000000003,2.0100000000000002,1.8400000000000003,0.0,0.17,750.0,644.86,0.0,0.0,79.10000000000001,0.0,350.0,1394.8600000000001,1823.96,538.7303571428572,297.6589285714286,362026.80000000005,13.0,12.0,40.17857142857143,20.0,0.0,236.59964285714287,236.59964285714287,0.0,39.81142857142857,,0.0,0.0,164.63999999999993,0.0,2021,2,2021-02-01
assam,2021-05-01,843.79,843.79,0.0,0.0,582.34,524.8300000000002,172.03600000000003,4.750000000000001,4.750000000000001,0.0,0.0,750.0,644.86,0.0,0.0,95.26,0.0,350.0,1394.8600000000001,1840.1200000000001,476.2461290322581,331.08483870967746,354327.12,13.0,13.0,24.419354838709676,20.0,0.0,152.1751612903226,152.1751612903226,0.0,75.07032258064514,,0.0,0.0,194.69999999999993,0.0,2021,5,2021-05-01
kerala,2021-06-01,2014.24,2014.24,0.0,0.0,703.02,466.79999999999995,134.2126315789474,30.74,14.960000000000004,15.780000000000003,0.0,0.0,533.5799999999999,159.96,0.0,573.27,0.0,1856.5,693.54,3123.31,499.0,499.0,359280.0,19.0,19.0,,,,,,,,,,,,,2021,6,2021-06-01
chhattisgarh,2021-09-01,2688.4,2686.96,1.4400000000000546,0.053563457818779,0.0,,,14.199999999999996,14.199999999999996,0.0,0.0,23688.0,0.0,0.0,0.0,851.9,0.0,120.0,23688.0,24659.9,0.0,,,,,6.472916666666666,16.25,0.0,87.36014583333335,87.24343750000001,0.11670833333333336,64.11497916666669,,0.0,5416.582758620691,6824.579999999999,156.0,2021,9,2021-09-01
madhya pradesh,2022-04-01,8234.48,8025.84,208.63999999999942,2.5337361922064225,12940.65,12500.650000000005,403.0833333333333,835.2199999999998,390.4200000000002,421.59999999999997,23.2,21950.0,0.0,0.0,0.0,0.0,2235.0,5485.14,21950.0,29670.14,3819.4,913.2333333333333,2749968.0,89.0,80.0,,24.071428571428573,486.44571428571425,215.10173809523812,202.71250000000003,9.116071428571429,71.40549999999998,0.3969523809523809,8086.83,7885.209999999999,9063.9,219.0,2022,4,2022-04-01
kerala,2023-06-01,2443.36,2443.36,0.0,0.0,438.87,574.8000000000002,127.88450000000002,52.580000000000005,32.36,20.220000000000002,0.0,0.0,533.5799999999999,159.96,0.0,0.0,1864.15,1133.69,693.54,3691.38,787.0633333333332,787.0633333333332,566685.5999999999,20.0,20.0,,,,,,,,,,,,,2023,6,2023-06-01
uts of j&k and ladakh,2022-02-01,1756.39,1626.24,130.1500000000001,7.410085459379754,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2022,2,2022-02-01
meghalaya,2022-04-01,164.62,164.62,0.0,0.0,69.41,35.099999999999994,64.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,50.49,0.0,372.49,0.0,0.0,0.0,5.0,5.0,,,,,,,,,,,,,2022,4,2022-04-01
nagaland,2022-07-01,92.47,84.04,8.429999999999993,9.116470206553469,41.0,39.06000000000001,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,34.71,0.0,109.71000000000001,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,2022,7,2022-07-01
dvc,2020-02-01,1883.74,1883.74,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2020,2,2020-02-01
rajasthan,2020-11-01,7060.26,7058.68,1.5799999999999272,0.02237877925175457,4829.76,5197.960000000002,248.68260000000006,1056.95,757.1700000000001,277.08,22.700000000000003,9820.0,1023.1299999999999,0.0,0.0,9855.6,1180.0,411.0,10843.13,22289.73,3943.4966666666674,771.9966666666666,2839317.6000000006,88.0,69.0,11.366666666666667,30.0,0.0,194.28541666666672,194.28541666666672,0.0,52.33375000000001,,0.0,0.0,2098.67,0.0,2020,11,2020-11-01
goa,2022-09-01,355.15,355.15,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,26.79,48.0,74.78999999999999,48.0,48.0,34560.0,1.0,1.0,,,,,,,,,,,,,2022,9,2022-09-01
telangana,2023-06-01,6001.12,6001.12,0.0,0.0,4134.09,5298.0,320.25312500000007,634.15,594.53,39.620000000000005,0.0,7842.5,0.0,0.0,0.0,0.0,2405.6,5134.55,7842.5,15382.650000000001,3025.3733333333325,1859.4566666666665,2178268.8,46.0,44.0,,24.714285714285715,313.2857142857143,196.48823809523813,196.48823809523813,0.0,79.71785714285711,0.563857142857143,2530.61,2673.310000000001,2871.3000000000006,18.0,2023,6,2023-06-01
rajasthan,2020-06-01,7186.78,7172.84,13.9399999999996,0.1939672565460415,4040.5899999999997,5567.38,248.68260000000006,1899.11,885.0100000000002,887.2,126.89999999999999,9820.0,1023.1299999999999,0.0,0.0,9667.73,1180.0,411.0,10843.13,22101.86,5423.953333333334,1013.2866666666669,3905246.4000000004,83.0,59.0,19.391666666666666,30.0,0.0,292.0179166666666,292.0179166666666,0.0,38.25108333333333,,0.0,0.0,2072.36,0.0,2020,6,2020-06-01
kerala,2020-10-01,2071.53,2071.25,0.2800000000002001,0.013516579533011835,716.25,475.5400000000001,134.2126315789474,23.879999999999992,10.180000000000001,13.700000000000003,0.0,0.0,533.5799999999999,159.96,0.0,433.63,0.0,1856.5,693.54,2983.67,1049.2896774193548,1049.2896774193548,780671.52,19.0,19.0,,,,,,,,,,,,,2020,10,2020-10-01
maharashtra,2020-11-01,12753.05,12753.05,0.0,0.0,10624.3,11047.599999999999,329.4957575757577,574.9,192.00000000000006,382.9,0.0,24966.0,3207.08,0.0,0.0,9871.64,1400.0,3047.0,28173.08,42491.72,11635.373333333338,2773.706666666667,8377468.800000003,142.0,103.0,22.533333333333335,22.1875,0.0,294.75477083333334,275.1323541666667,19.622416666666666,47.91656249999996,,0.0,0.0,6856.65,0.0,2020,11,2020-11-01
punjab,2021-02-01,3604.63,3595.44,9.190000000000055,0.2549498838993199,1995.6999999999998,2073.6799999999994,282.3458333333334,133.9,77.47999999999999,0.0,56.42000000000003,5680.0,0.0,0.0,0.0,1604.85,0.0,1096.3,5680.0,8381.15,2751.3571428571427,207.07142857142858,1848912.0,30.0,21.0,19.82857142857143,28.0,0.0,201.2099285714286,201.2099285714286,0.0,28.48807142857144,,0.0,0.0,1623.9599999999998,0.0,2021,2,2021-02-01
tamil nadu,2021-05-01,9021.17,9021.17,0.0,0.0,6511.550000000001,8426.369999999997,231.79365853658535,1665.58,498.09999999999997,1167.4799999999998,0.0,13160.0,1027.18,211.7,0.0,15250.15,2440.0,2178.2,14398.880000000001,34267.229999999996,6884.161612903226,1586.0970967741937,5121816.24,130.0,119.0,10.365591397849462,30.0,0.0,158.2333870967742,152.35763440860214,5.875483870967741,65.22344086021504,,0.0,0.0,2488.0699999999993,0.0,2021,5,2021-05-01
goa,2021-09-01,336.77,336.77,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,11.67,0.0,0.0,48.0,59.67,48.0,48.0,34560.0,1.0,1.0,,,,,,,,,,,,,2021,9,2021-09-01
arunachal pradesh,2022-02-01,78.06,78.06,0.0,0.0,156.68,138.04000000000002,315.35353535353534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1115.0,142.34,0.0,1257.34,43.75,43.75,29400.0,4.0,4.0,,,,,,,,,,,,,2022,2,2022-02-01
haryana,2022-10-01,4412.98,4411.8,1.1799999999993815,0.026739300880570083,2284.49,2222.5999999999995,443.19923076923067,62.85,24.32999999999999,0.0,38.519999999999996,5330.0,431.59,0.0,0.0,0.0,0.0,1301.05,5761.59,7062.64,1604.1706451612906,525.4609677419355,1193502.9600000002,25.0,24.0,,21.0,304.86999999999983,159.744,100.25464516129034,59.48929032258064,74.82567741935485,0.3750967741935484,1623.8999999999999,1612.6299999999999,2250.2899999999995,69.0,2022,10,2022-10-01
west bengal,2022-12-01,3919.77,3918.69,1.0799999999999272,0.027552637016965975,7251.889999999999,6417.8,247.83934426229516,26.400000000000002,0.0,0.0,26.400000000000002,13487.0,80.0,0.0,0.0,0.0,1341.2,606.22,13567.0,15514.42,3323.4645161290323,444.8354838709677,2472657.5999999996,100.0,85.0,,22.529411764705884,242.34411764705897,91.57166982922197,86.8242504743833,4.7474193548387085,58.59817836812141,0.36992409867172676,4847.199375,5063.014375,5854.659999999998,319.0,2022,12,2022-12-01
chhattisgarh,2020-09-01,2744.66,2744.66,0.0,0.0,0.0,,,12.899999999999997,12.899999999999997,0.0,0.0,23928.0,0.0,0.0,0.0,559.4599999999999,0.0,120.0,23928.0,24607.46,0.0,,,,,11.666666666666666,15.882352941176471,0.0,141.75498039215688,141.24205882352945,0.5129411764705882,69.81235294117648,,0.0,0.0,7681.04,0.0,2020,9,2020-09-01
uts of j&k and ladakh,2021-08-01,1528.95,1422.0,106.95000000000005,6.994996566270974,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2021,8,2021-08-01
uttar pradesh,2021-08-01,13325.63,13121.55,204.07999999999993,1.5314848153520693,12548.960000000001,12478.66,293.974606741573,230.01000000000005,229.41000000000008,0.0,0.6,23729.0,1493.14,0.0,0.0,4248.76,440.0,501.6,25222.14,30412.5,6074.08258064516,1855.2438709677417,4519117.4399999995,193.0,156.0,10.500848896434634,21.842105263157894,0.0,97.14421052631579,97.14421052631579,0.0,61.196791171477095,,0.0,0.0,8334.390000000001,0.0,2021,8,2021-08-01
odisha,2022-07-01,4012.12,4012.12,0.0,0.0,5635.25,6203.550000000001,377.2435483870967,42.40999999999999,0.0,0.0,42.40999999999999,9540.0,0.0,0.0,0.0,0.0,2154.55,626.9799999999999,9540.0,12321.529999999999,1685.532258064516,198.11290322580646,1254036.0,47.0,44.0,,18.571428571428573,339.2285714285714,415.21649769585247,410.84963133640565,4.366866359447006,62.985391705069134,1.052626728110599,4375.839999999999,4146.286666666668,4450.050000000002,74.0,2022,7,2022-07-01
lakshadweep,2022-07-01,5.07,5.07,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,3.27,0.0,,,,,,,,,,,,,,,,,2022,7,2022-07-01
sikkim,2022-08-01,45.19,45.19,0.0,0.0,1692.7199999999998,1645.79,285.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2282.0,59.8,0.0,2341.8,56.58064516129032,56.58064516129032,42096.0,8.0,8.0,,,,,,,,,,,,,2022,8,2022-08-01
himachal pradesh,2020-10-01,906.05,904.97,1.0799999999999272,0.11919871971744686,2531.4300000000003,2319.109999999999,306.531875,174.95999999999995,0.08,0.0,174.87999999999997,0.0,0.0,0.0,0.0,963.07,0.0,9809.02,0.0,10772.09,2071.742258064516,2071.742258064516,1541376.2399999998,32.0,32.0,,,,,,,,,,,,,2020,10,2020-10-01
telangana,2020-12-01,5512.02,5512.02,0.0,0.0,4335.12,4356.219999999999,341.7408986175116,603.6699999999998,585.8100000000001,17.86,0.0,7302.5,0.0,0.0,0.0,4361.2300000000005,0.0,2405.6,7302.5,14069.33,2585.3290322580638,1894.28064516129,1923484.7999999996,43.0,40.0,19.28494623655914,15.0,0.0,228.65586021505376,228.65586021505376,0.0,59.5105376344086,,0.0,0.0,2445.3999999999996,0.0,2020,12,2020-12-01
goa,2021-02-01,335.17,335.17,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,7.83,0.0,0.0,48.0,55.83,48.0,48.0,32256.0,1.0,1.0,,,,,,,,,,,,,2021,2,2021-02-01
lakshadweep,2021-03-01,5.23,5.23,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0,,,,,,,,,,,,,,,,,2021,3,2021-03-01
dadra & nagar haveli and daman & diu,2022-05-01,845.79,845.79,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2022,5,2022-05-01
tripura,2022-05-01,139.67,139.67,0.0,0.0,554.4099999999999,520.39,219.92000000000004,1.5300000000000002,1.5300000000000002,0.0,0.0,0.0,1099.6,0.0,0.0,0.0,0.0,31.42,1099.6,1131.02,143.99032258064514,143.99032258064514,107128.79999999999,5.0,5.0,,,,,,,,,,,,,2022,5,2022-05-01
chhattisgarh,2021-02-01,2709.1,2702.41,6.690000000000055,0.2469454800487267,0.0,,,15.9,15.9,0.0,0.0,23688.0,0.0,0.0,0.0,573.38,0.0,120.0,23688.0,24381.38,0.0,,,,,20.113839285714285,15.9375,0.0,238.72839285714284,238.72839285714284,0.0,64.96805803571432,,0.0,0.0,6827.150000000002,0.0,2021,2,2021-02-01
kerala,2021-03-01,2548.1,2548.1,0.0,0.0,761.44,670.53,134.2126315789474,20.939999999999998,16.729999999999997,4.21,0.0,0.0,533.5799999999999,159.96,0.0,551.79,0.0,1856.5,693.54,3101.83,481.9541935483871,481.9541935483871,358573.92,19.0,19.0,,,,,,,,,,,,,2021,3,2021-03-01
rajasthan,2021-05-01,6600.08,6596.4,3.680000000000291,0.05575689991636906,4202.39,5563.09,248.68260000000006,1725.65,990.6799999999998,700.54,34.42999999999999,9820.0,1023.1299999999999,0.0,0.0,10544.5,1180.0,411.0,10843.13,22978.629999999997,5246.071935483872,703.3299999999998,3903077.520000001,73.0,54.0,10.919354838709678,30.0,0.0,158.14693548387095,158.14693548387095,0.0,54.260161290322536,,0.0,0.0,2026.0599999999997,0.0,2021,5,2021-05-01
delhi,2021-10-01,2663.31,2663.12,0.19000000000005457,0.007133979897197645,550.0,465.85,552.1000000000001,24.229999999999997,0.0,0.0,24.229999999999997,0.0,2208.4,0.0,0.0,263.12,0.0,0.0,2208.4,2471.52,1038.0,1038.0,772272.0,4.0,4.0,,,,,,,,,,,,,2021,10,2021-10-01
karnataka,2021-10-01,5355.46,5344.99,10.470000000000255,0.19550141351070224,4514.539999999999,3897.2599999999998,319.8727272727272,1832.2799999999995,1117.06,322.46999999999997,392.7499999999999,9480.0,0.0,25.2,0.0,15734.3,880.0,3689.2,9505.2,29808.7,5012.296774193547,477.78064516129024,3729148.799999999,66.0,54.0,1.717741935483871,25.0,393.96394230769226,27.09370967741936,27.09370967741936,0.0,39.04419354838711,0.07298076923076922,0.0,1619.8300000000002,1951.8899999999996,7.0,2021,10,2021-10-01
west bengal,2022-05-01,5368.6,5355.0,13.600000000000364,0.2533248891703678,7814.549999999999,7626.259999999998,247.83934426229516,81.84,0.0,0.0,81.84,13697.0,80.0,0.0,0.0,0.0,1341.2,596.95,13777.0,15715.150000000001,2110.9096774193554,387.6838709677418,1570516.8000000003,97.0,87.0,,25.470588235294116,273.19588235294117,92.16311195445921,88.57984819734342,3.5832447817836814,67.981119544592,0.40772296015180254,5313.328750000001,5442.220625,5857.449999999997,224.0,2022,5,2022-05-01
chandigarh,2023-01-01,142.56,142.56,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.69,0.0,58.69,0.0,,,,,,,,,,,,,,,,,2023,1,2023-01-01
chhattisgarh,2023-04-01,3479.62,3473.04,6.579999999999927,0.18910110874175706,0.0,,,45.699999999999996,45.699999999999996,0.0,0.0,23688.0,0.0,0.0,0.0,0.0,120.0,1301.1699999999998,23688.0,25109.17,0.0,,,,,,24.81153846153846,315.4552307692308,199.11101282051283,198.78076923076927,0.3302564102564102,67.46638461538461,0.6303846153846153,11819.895454545458,11617.615454545454,10616.699999999999,193.0,2023,4,2023-04-01
punjab,2020-02-01,3489.04,3489.04,0.0,0.0,1382.25,2687.1099999999997,282.3458333333334,8.13,6.029999999999999,0.0,2.1,5680.0,0.0,0.0,0.0,1448.5,0.0,1096.3,5680.0,8224.8,4006.6051724137915,268.32931034482755,2788597.1999999993,30.0,19.0,38.57931034482758,28.0,0.0,341.08034482758615,325.93958620689665,15.140827586206896,25.705931034482774,,0.0,0.0,1377.1799999999992,0.0,2020,2,2020-02-01
